学校,年级,学院,专业,专业方向_路径,培养方案标题,专业代码,源文件,Markdown文件,培养目标概括,主要能力要求概括,核心课程概括,培养特色概括,学制与学位概括,专业主键,专业别名
首都经济贸易大学,2025级,金融学院,金融工程,金融工程,金融工程专业学分制本科人才培养方案,020302,2025级/10金融学院/金融学院2025版培养方案/金融工程/金融工程专业培养方案1-6.docx,01_Markdown培养方案/2025级/10金融学院/金融学院2025版培养方案/金融工程/金融工程专业培养方案1-6.md,目标1：家国情怀与专业使命 培养践行社会主义核心价值观，立足国家金融安全与改革战略需求，具备服务区域经济高质量发展使命感的专业人才。毕业生能够在金融机构、监管部门等岗位中运用专业能力推动金融创新与风险管理，助力防范系统性金融风险。 目标2：量化分析与产品设计能力 掌握扎实的数理金融基础与编程技术，精通金融工程模型构建及金融工具开发，能够独立设计衍生品定价方案、优化资产配置策略，具备CFA/FRM等国际资格认证竞争力。毕业生可在投行、基金、风险管理机构从事量化分析、金融产品创新等核心工作，具备成长为业务骨干的潜力。 目标3：风险管理与金融实务能力 熟练运用大数据与计量方法进行风险评估及决策支持，具备跨市场风险识别、压力测试与对冲策略设计能力。毕业生可在商业银行、证券公司等机构担任风险管理、资产定价等岗位，具备向…,1．知识要求；1.1 政治理论与人文素养 掌握马克思主义基本原理、习近平新时代中国特色社会主义思想，理解国家金融政策与经济发展战略，具备人文社科基础知识和辩证思维能力；1.2 学科基础与专业核心 系统掌握经济学、金融学、数学及统计学基础理论，精通金融工程核心知识，包括金融衍生工具定价、风险管理模型、资产配置理论与量化投资方法；1.3 工具与方法论 熟悉Python、MATLAB等编程语言及金融数据库（Wind、Bloomberg）操作，掌握计量经济学、时间序列分析等实证研究方法，能运用金融软件进行建模与仿真；1.4 国际视野与前沿动态 了解国际金融市场规则、金融工程前沿技术（如智能投顾、复杂衍生品设计）及绿色金融等新兴领域发展趋势,主干学科：经济学——应用经济学——金融学 核心课程：微观经济学、金融学、投资学、公司金融、金融衍生工具、固定收益证券等 专业知识图谱：,nan,学制：本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。 学位：符合学士学位授予条件者，授予经济学学士学位。 毕业条件：学生在规定的学习年限内，完成培养方案要求的最低总学分140学分。其中： | | | | | | --- | --- | --- | --- | | 教学环节 | 课程类别 | 门数 | 学分 | | 通识教育 | 通识教育必修课 | 23 | 52 | | 通识教育选修课 | | 10 | |…,CUEB-2025-160,金融工程
首都经济贸易大学,2025级,金融学院,金融科技,金融科技,2025级培养方案模板,020310T,2025级/10金融学院/金融学院2025版培养方案/金融科技/金融科技专业培养方案1-6.docx,01_Markdown培养方案/2025级/10金融学院/金融学院2025版培养方案/金融科技/金融科技专业培养方案1-6.md,目标1：家国情怀与专业使命 系统掌握习近平新时代中国特色社会主义思想、习近平经济思想，培养具有正确社会主义核心价值观，立足国家金融安全战略与数字化改革需求，“为党育人、为国育才”，培养适应“百年未有之大变局”时局下的高素质、复合型、应用型人才。毕业生能够在银行科技、智能投顾、量化交易、保险科技、监管科技等金融科技产业运用交叉学科知识推动金融创新与风险管理，为构建更安全高效的现代金融体系提供智力支撑。 目标2：复合型金融科技人才 系统掌握经济金融理论与技能，熟悉金融实务操作，系统学习大数据、算法与数据结构、区块链等技术原理，构建“金融+科技”跨学科知识框架，培养新一代信息科学科技的复合型人才。 目标3：智能金融实践能力 熟练掌握人工智能、大数据、区块链与智能合约研发技能，具有较强的实践能力和创新精神，能够适应银…,1．知识要求；1.1 政治理论与人文素养：掌握习近平新时代中国特色社会主义思想、习近平经济思想，理解国家金融政策与经济发展战略，具备人文社科基础知识和辩证思维能力；1.2 金融经济核心知识：通过公司金融、国际金融、投资学等核心课程构建完整金融知识框架，理解国内外金融市场运作规律，具备对金融科技赋能传统金融场景的底层逻辑认知；1.3 信息技术基础原理：深入掌握算法与数据结构、计算机系统架构等技术原理，熟悉金融科技领域主流技术方法（如区块链、大数据风控），具备运用金融科技工具解决实际问题的理论支撑；1.4 前沿技术工具应用：熟练运用Python、MATLAB等编程语言、Wind、Bloomberg等金融数据库，通过“大数据+AI+金融”产业级实训掌握金融建模、算法研发和系统架构设计的技术实现路径,金融科技作为交叉学科，其主干学科体系以“经济学-应用经济学-金融学”为核心根基，同时深度融合计算机科学、数学与信息技术，形成“金融为骨、科技为翼”的复合型学科架构。 核心课程：微观经济学、金融学、投资学、公司金融、金融衍生工具、固定收益证券、金融机器学习、金融计算机语言、量化金融学等 专业知识图谱：,nan,学制：本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。 学位：符合学士学位授予条件者，授予经济学学士学位。 毕业条件：学生在规定的学习年限内，完成培养方案要求的最低总学分141学分。其中： | | | | | | --- | --- | --- | --- | | 教学环节 | 课程类别 | 门数 | 学分 | | 通识教育 | 通识教育必修课 | 23 | 50 | | 通识教育选修课 | 5 | 10 |…,CUEB-2025-161,金融科技
首都经济贸易大学,2025级,统计与数据科学学院,数学与应用数学（实验班）（定稿）,数学与应用数学（实验班）（定稿）,学分制本科人才培养方案,070101,2025级/11统计与数据科学学院/数学与应用数学（实验班）（定稿）/附件1-1：数学与应用数学专业（实验班)培养方案1-6(定稿）.docx,01_Markdown培养方案/2025级/11统计与数据科学学院/数学与应用数学（实验班）（定稿）/附件1-1：数学与应用数学专业（实验班)培养方案1-6(定稿）.md,数学与应用数学专业（实验班）旨在培养具有正确的社会主义核心价值观，适应人工智能、数字经济和金融科技等发展需要，德智体美劳全面发展，具备扎实的数学基础，掌握统计学核心理论与方法，并深度融合人工智能技术，可以熟练运用数学、统计和人工智能技术进行数据分析与决策，解决复杂实际问题的“三型一化”（创新型、复合型、应用型、国际化）拔尖创新人才。 具体目标如下： 目标1：知识和技能目标：使学生系统掌握数学、统计学和人工智能等基础理论知识，具备跨学科知识整合能力，熟练运用Python、R等编程工具进行数据分析与决策，能在统计、金融、经济等领域设计并实现智能算法，毕业5年内成为业务骨干。 目标2：职业发展目标：使学生在全面掌握数学、统计和人工智能等理论和技术的基础上，依据市场需求及自身特长，把握人工智能、数字经济、金融科技等发…,1．知识要求；1.1 掌握数学、统计学和人工智能的基本理论和方法，熟悉计算机、经济、金融等领域的相关知识；1.2 掌握一定的数学、统计和计算机软件，具有运用软件进行数学计算、数学建模和数据分析解决实际问题，特别是经济管理中定量分析的能力；1.3 掌握外语知识，具备较强的外语听说读写能力，能够阅读和理解本专业领域的外文文献，进行国际交流与合作；2．能力要求,（1）主干学科：数学、统计学、计算机科学 （2）核心课程 数学类： 数学分析、高等代数与几何、概率论、实变函数、应用泛函分析、常微分方程、优化方法、数值分析、复变函数、抽象代数、偏微分方程、数学模型； 统计类：数理统计、随机过程、多元统计分析、回归分析、时间序列分析、神经网络与深度学习、贝叶斯统计（双语）、非参数统计； 人工智能类：人工智能导论、人工智能素养、数据结构与算法分析、机器学习、神经网络与深度学习、人工智能中的数学方法、数据库原理与SQL实践、人工智能大语言模型； 软件类：Linux系统与c语言、Python数据分析、统计编程基础； 经济金融类：经济学原理、金融数学（双语）。 （3）专业知识图谱 通识基础：以通识教育课程为基础，涵盖思想政治、外语、数学、体育等知识，培养学生基本素养和学习能力。 数理核心：以数学与统计为核心，重在培养学生的数理基础。 数学分析 → 复变函数、实变函数、数值分析 高等代数与几何 → 抽象代数、应用泛函分析、优化方法、多元统计分析 常微分方程 → 偏微分方程 概率论、数理统计→ 随机过程、多元统计分析、回归分析→时间序列分析 人工智能技术：人工智…,nan,学制：本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。 学位：符合学士学位授予条件者，授予理学学士学位。 毕业条件：学生在规定的学习年限内，完成培养方案要求的最低总学分156学分。其中： | | | | | | --- | --- | --- | --- | | 教学环节 | 课程类别 | 门数 | 学分 | | 通识教育 | 通识教育必修课 | 23 | 53 | | 通识教育选修课 | | 10 | | 专…,CUEB-2025-162,数学与应用数学（实验班）（定稿）
首都经济贸易大学,2025级,统计与数据科学学院,数学与应用数学（金融方向）(定稿）,数学与应用数学（金融方向）(定稿）,学分制本科人才培养方案,070101,2025级/11统计与数据科学学院/数学与应用数学（金融方向）(定稿）/数学与应用数学专业（金融方向)培养方案1-6.docx,01_Markdown培养方案/2025级/11统计与数据科学学院/数学与应用数学（金融方向）(定稿）/数学与应用数学专业（金融方向)培养方案1-6.md,数学与应用数学专业（金融方向）致力于培养具有正确的社会主义核心价值观，适应社会经济发展需要，德智体美劳全面发展，具有扎实的数学与统计理论基础，掌握基本的金融理论，熟练运用数学、统计模型和软件解决实际问题，尤其是金融、经济相关问题的复合型人才。 具体目标如下： 目标1：知识和技能目标：使学生全面掌握数学分析、高等代数、概率论、金融学等基础理论知识，能运用数学和统计方法对金融市场的复杂问题进行建模与求解。通过学习Python、R等编程工具，能够挖掘数据价值，使学生熟练掌握量化投资分析、风险度量、金融衍生品定价等核心技能，洞察金融市场规律和趋势，毕业5年内成为金融领域量化分析业务骨干。 目标2：职业发展目标：使学生在全面掌握数学、金融、计算机等理论和技术技能的基础上，依据金融行业发展趋势、市场需求及自身特长，精准把…,1．知识要求；1.1 掌握数学与统计学的基本理论和方法，熟悉经济、金融、计算机等领域的相关基础知识和方法；1.2 掌握一定的数学与统计软件，具有运用软件进行数学计算、数学建模和数据分析解决实际问题，特别是金融定量分析的能力；1.3 掌握外语知识，具备较强的外语听说读写能力，能够阅读和理解本专业领域的外文文献，进行国际交流与合作；2．能力要求,（1）主干学科：数学、统计学、金融学 （2）核心课程 数学类： 数学分析、高等代数与几何、概率论、实变函数、应用泛函分析、常微分方程、优化方法、数值分析、复变函数、偏微分方程； 统计类：数理统计、随机过程、多元统计分析、回归分析、时间序列分析、神经网络与深度学习； 软件类：Linux系统与c语言、统计编程基础、Python数据分析； 经济与金融类：经济学原理、金融学、金融数学（双语）、证券投资分析、金融统计与风险管理、公司金融、机器学习与量化投资； 人工智能类：人工智能导论、人工智能素养、人工智能中的数学方法。 （3）专业知识图谱 通识基础：以通识教育课程为基础，涵盖思想政治、外语、数学、体育等知识，培养学生基本素养和学习能力。 专业核心：以数学与统计为核心，重在培养学生的数理基础。 数学分析 → 复变函数、实变函数、数值分析 高等代数与几何 → 应用泛函分析、优化方法、多元统计分析 常微分方程 → 偏微分方程 概率论、数理统计→ 随机过程、多元统计分析、回归分析→时间序列分析 数值分析→ 神经网络与深度学习、人工智能中的数学方法 交叉融合：数学、统计、金融和经济学的知识融合。 经济…,nan,学制：本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。 学位：符合学士学位授予条件者，授予理学学士学位。 毕业条件：学生在规定的学习年限内，完成培养方案要求的最低总学分154学分。其中： | | | | | | --- | --- | --- | --- | | 教学环节 | 课程类别 | 门数 | 学分 | | 通识教育 | 通识教育必修课 | 23 | 53 | | 通识教育选修课 | | 10 | | 专…,CUEB-2025-163,数学与应用数学（金融方向）(定稿）
首都经济贸易大学,2025级,统计与数据科学学院,数据科学与大数据技术,数据科学与大数据技术,2025级培养方案模板,080910T,2025级/11统计与数据科学学院/数据科学与大数据技术/数据科学与大数据技术专业培养方案1-6.docx,01_Markdown培养方案/2025级/11统计与数据科学学院/数据科学与大数据技术/数据科学与大数据技术专业培养方案1-6.md,本专业致力于培养具有正确的社会主义核心价值观，适应社会经济发展和大数据时代需求，具备扎实的数学与统计学基础，熟练掌握数据科学与大数据技术的基本理论、方法和技能的高素质复合型人才。 具体目标如下： 目标1：熟悉大数据专业领域相关政策及法律、法规，能够在本专业领域实践活动中理解并遵守职业道德和职业规范。 目标2：能够在数据科学相关领域，运用大数据技术和分析方法，独立承担数据分析项目，从数据中提取有价值的信息，为企业的战略决策、产品优化、市场拓展等提供数据驱动的解决方案； 目标3：能够熟练运用机器学习、深度学习等人工智能技术，对复杂的大数据进行建模和预测，开发具有创新性的数据产品或服务，满足不同行业对数据智能应用的需求； 目标4：具备良好的团队协作和沟通能力，能够在跨学科团队中发挥核心作用，与不同专业背景的人员合作…,1．知识要求 掌握数学分析、高等代数等数学基础知识，为数据科学的理论学习和实践应用提供坚实的数学支撑；2．能力要求 具备数据采集、清洗、预处理和存储的能力，能够从多种数据源获取高质量的数据，并进行有效的管理和维护；3．素质要求 通过学生体质健康测试是毕业条件之一,主干学科：统计学、数据科学 核心课程：数学分析、高等代数、数据科学的概率基础、数据科学的统计基础、Linux系统与c语言、数据库原理与SQL实践、数据结构与算法分析、机器学习、大数据预处理、神经网络与深度学习、人工智能大语言模型、大数据分析实务、可视化技术与实践、非结构数据分析与建模、分布式计算、时间序列、应用回归分析、Python数据分析、多元统计分析（双语）、统计编程基础、抽样技术与应用、最优化方法与应用、超高维数据分析、数值分析、随机过程、贝叶斯统计（双语）、应用非参数统计 专业知识图谱： 1. 核心知识领域 本专业方向的课程知识涵盖数学基础、计算机技术、数据科学核心技术三大方面。 ①数学基础：数学分析、高等代数为数据科学提供了基础的分析工具和代数结构。数学分析中的极限、导数、积分等概念，是理解算法优化和数据变化趋势的基础；高等代数中的向量空间、矩阵运算等，在数据的表示与变换中应用广泛，如在图像处理、机器学习算法中的矩阵操作。数据科学的概率基础、统计基础是进行数据建模和分析的核心统计学知识。概率分布用于描述数据的不确定性，统计推断帮助从样本数据中得出关于总体的结论，为机器学习模…,nan,学制：本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。 学位：符合学士学位授予条件者，授予理学学士学位。 毕业条件：学生在规定的学习年限内，完成培养方案要求的最低总学分150学分。其中： | | | | | | --- | --- | --- | --- | | 教学环节 | 课程类别 | 门数 | 学分 | | 通识教育 | 通识教育必修课 | 22 | 49 | | 通识教育选修课 | | 10 | | 专…,CUEB-2025-164,数据科学与大数据技术
首都经济贸易大学,2025级,统计与数据科学学院,经济统计,经济统计,经济统计专业学分制本科人才培养方案,020102,2025级/11统计与数据科学学院/经济统计/经济统计/经济统计专业培养方案1-6.docx,01_Markdown培养方案/2025级/11统计与数据科学学院/经济统计/经济统计/经济统计专业培养方案1-6.md,本专业旨在培养具有正确的社会主义核心价值观、适应新质生产力发展与首都建设需求的经济统计分析人才。学生将通过全面系统学习，奠定坚实的数学与经济学基础，深入掌握统计学理论与经济分析方法，并熟练掌握数据分析技术和统计软件，具备高效处理、分析及解读数据的能力。本专业着重提升学生的数智素养与实践操作能力，拓宽其国际视野，并强化其历史使命感与社会责任感，旨在培养一批能够在经济管理领域胜任复杂数据分析工作的创新型、复合型、应用型、国际化人才。 具体目标如下： 目标1：行业与职业定位。旨在培养学生成为适应经济、金融、企业管理等多个行业需求的统计分析专家。学生能够理解各行业的数据特点，掌握行业分析的方法和技巧，能够在不同行业领域从事数据收集、处理、分析及解读工作，为企业的决策制定提供坚实的数据支撑与科学依据。 目标2：素质与能…,1.知识要求 学生需掌握扎实的统计学与经济学的基本理论和基本知识，具备良好的数学基础、英语基础和计算机基础，同时具备通识教育类相关知识；1.1掌握扎实的统计与经济学知识 熟练掌握概率论、数理统计、多元统计分析等统计学专业知识；1.2熟练运用统计软件和数据库工具 掌握统计软件及常用数据库工具的使用，了解各类软件的优缺点，能够针对现实问题合理选择数据分析工具，或利用已有资源开发小型数据处理平台；1.3掌握通识与跨学科知识 掌握人文、社会科学、自然科学等通识教育类知识，具备跨学科的综合素养；2.能力要求 学生需具备过硬的自主学习能力、沟通协助表达能力、专业技术能力、学术创新能力，同时能够运用现代科技解决复杂问题，并具备团队协作和终身学习能力,（1）主干学科 经济学、统计学、数据科学。 （2）核心课程 经济类：微观经济学、宏观经济学、金融学、会计学基础、政治经济学、经济统计方法与模型、金融统计与风险管理。 统计类：概率论、数理统计、统计与数据科学导论、应用回归分析、调查与抽样技术、多元统计分析、时间序列分析、国民经济核算、精算与数据分析基础、优化方法、贝叶斯统计、非参数统计。 数据科学类：统计编程基础、Python数据分析、非结构数据分析与建模、机器学习与量化投资、神经网络与深度学习、人工智能大语言模型、人工智能中的数学方法。 （3）专业知识图谱 底层基础：以通识教育课程为根基，涵盖思想政治、外语、数学、体育等知识，培养学生基本素养和学习能力。其中，数学分析、高等代数等数学课程为后续经济统计分析和建模打下基础；英语课程助力学生具备国际交流和阅读外文文献的能力。 学科支撑：微观经济学、宏观经济学、政治经济学、金融学、会计学等课程帮助学生理解市场机制、宏观经济政策和经济发展规律；概率论、数理统计、统计与数据科学导论、国民经济核算等课程为学生提供扎实的统计理论基础；统计编程基础、Python数据分析等软件课程为学生进行统计分析打…,nan,学制：本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。 学位：符合学士学位授予条件者，授予经济学学士学位。 毕业条件：学生在规定的学习年限内，完成培养方案要求的最低总学分141学分。其中： | | | | | | --- | --- | --- | --- | | 教学环节 | 课程类别 | 门数 | 学分 | | 通识教育 | 通识教育必修课 | 23 | 49 | | 通识教育选修课 | —— | >=10…,CUEB-2025-165,经济统计
首都经济贸易大学,2025级,统计与数据科学学院,统计学,统计学,2025级培养方案模板,,2025级/11统计与数据科学学院/统计学/统计学/统计学专业培养方案1-6.docx,01_Markdown培养方案/2025级/11统计与数据科学学院/统计学/统计学/统计学专业培养方案1-6.md,统计学专业旨在培养具有正确的社会主义核心价值观，德智体美劳全面发展的高素质人才。学生通过系统的理论学习和实践训练，能够扎实掌握数学与统计学基础知识，系统掌握统计学思想方法，熟练运用统计知识和工具，具备解决复杂实际问题的能力与创新创业能力，并具有国际视野与社会责任感，成为服务国家和社会需求的卓越统计师、数据工程师、数据科学家及拔尖学科研究人才。统计学专业毕业生在毕业5年后，预期达到以下能力与成就： 1. 具有正确的社会主义核心价值观以及规范使用语言文字的意识和应用能力 毕业生应具备正确的世界观、人生观和价值观，树立高度的社会责任感和历史使命感。自觉践行社会主义核心价值观，具有中国特色社会主义共同理想，为实现国家的伟大复兴梦和统计梦作出不懈努力。在职业实践中，坚持实事求是的原则，恪守职业道德，维护社会公平正义。同…,为实现本专业培养目标，统计学专业的学生在毕业时应掌握的知识、能力、素质如下：；1．知识要求；1.1 专业基础知识：具备扎实的数学基础，受到严格的科学思维训练，初步掌握数学科学思想方法，形成严谨的逻辑推理和量化分析的思维方式；1.2 外语知识：具有较高的外语水平，具有良好的听、说、读、写能力，熟悉本专业的英文专业术语，能够顺利阅读本专业外文资料；1.3 编程知识：具备计算机应用的基本技术技能，掌握至少一门面向数据的编程语言，具有一定的统计计算和数据挖掘能力，理解常用统计软件的原理，并能熟练使用这些统计分析软件处理相关问题,4.1主干学科 统计学、数理统计学 4.2核心课程 数学分析、高等代数与几何、概率论、数理统计、回归分析、多元统计分析、时间序列分析、贝叶斯统计 4.3专业知识图谱 底层基础：以通识教育课程为根基，涵盖思想政治、外语、数学、体育等知识， 培养学生基本素养和学习能力。其中，数学分析、高等代数与几何、概率论、数理统计等数学课程为后续专业课打下基础；英语课程助力学生具备国际交流和阅读外文文献的能力。 学科支撑：统计学、经济学和生物学构建起学科框架，让学生在不同的交叉学科中了解统计所起的重要作用。 专业核心：围绕统计学中相关统计方法展开，依托数据分析软件和挖掘工具，协助统计人员进行数据分析和统计决策。 数字化赋能：融入人工智能、大数据、区块链等现代信息技术课程，使学生能够利用现代信息技术提升统计效率和决策科学性，适应数字化时代的统计工作需求。 专业拓展与实践：通过专业提升课和专业拓展课，学生可根据自身兴趣和职业 规划深入学习特定领域知识，如生存分析、抽样技术、金融统计与风险管理等。同时，实践环节将所学知识应用于实际工作，培养学生解决实际问题的能力。,nan,学制：本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。 学位：符合学士学位授予条件者，授予理学学士学位。 毕业条件：学生在规定的学习年限内，完成培养方案要求的最低总学分151学分。其中： | | | | | | --- | --- | --- | --- | | 教学环节 | 课程类别 | 门数 | 学分 | | 通识教育 | 通识教育必修课 | 23 | 53 | | 通识教育选修课 | -- | >=10…,CUEB-2025-166,统计学
首都经济贸易大学,2025级,统计与数据科学学院,统计学（中外合作办学）,统计学（中外合作办学）,统计学（数据科学）专业本科人才培养方案,,2025级/11统计与数据科学学院/统计学（中外合作办学）/统计学（数据科学）专业人才培养方案-（1-6部分）.docx,01_Markdown培养方案/2025级/11统计与数据科学学院/统计学（中外合作办学）/统计学（数据科学）专业人才培养方案-（1-6部分）.md,本专业旨在培养具有正确的社会主义核心价值观，德智体美劳全面发展，具有扎实的数学与统计理论基础，能系统掌握统计学思想，熟练运用统计知识和方法分析处理数据，具备较强的应用和解决实际问题能力及创新创业能力的卓越统计师、数据工程师、数据科学家和拔尖的统计学基础学科研究人才，具有国际视野与创新精神的社会主义建设者和接班人。,1．掌握马克思主义、毛泽东思想和中国特色社会主义理论体系；2.具备扎实的数学基础，受到严格的科学思维训练，初步掌握数学科学思想方法，形成严谨的逻辑推理和量化分析的思维方式；3.具备计算机应用的基本技术技能，掌握至少一门面向数据的编程语言，具有一定的统计计算和数据挖掘能力，理解常用统计软件的原理，并能熟练使用这些统计分析软件处理相关问题；4.关注社会经济发展状况，了解与统计、数据挖掘等有关的自然科学、社会科学、工程技术某一领域的基本知识，能够将其与统计学理论相结合，具备在某些实践领域发现问题，并适当描述问题、能灵活运用所学知识分析并最终解决问题的初步能力；5.具有较高的外语水平，具有良好的听、说、读、写能力，熟悉本专业的英文专业术语，能够顺利阅读本专业外文资料,Python数据分析、数据科学的线性代数、统计方法导论、经济学原理、金融数学、概率论、统计计算、抽样技术、程序设计基础（C语言）、常微分方程、统计理论、多元统计、数据可视化、统计咨询、线性回归、随机过程、大数据预处理、优化方法、非参数统计、机器学习、时间序列、贝叶斯统计、自然语言处理、数据科学顶点、试验设计等。,1．注重数学思维与统计思想的有机融合；2．注重统计理论与实践能力的并重培养,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限最多不超过六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予首都经济贸易大学统计学理学学士学位和美国亚利桑那大学统计与数据科学理学学士学位。,CUEB-2025-167,统计学（中外合作办学）
首都经济贸易大学,2025级,外国语学院,商务英语,商务英语专业,商务英语专业学分制本科人才培养方案,050262,2025级/12外国语学院/商务英语专业/商务英语专业 1-6.docx,01_Markdown培养方案/2025级/12外国语学院/商务英语专业/商务英语专业 1-6.md,商务英语专业秉承“立德树人、厚植基础、彰显个性、激励创新、全球视野”的教育观，致力于将学生培养为能够服务于国家战略发展和北京政治中心、文化中心、国际交往中心和科技创新中心建设的应用型、复合型和创新型人才。具体培养目标如下： 目标1：具备规范使用语言文字的能力，具有扎实的英语语言基础和较高的英语语言技能，特别是能够在复杂的商业场合中进行准确地、清晰地表达。 目标2：掌握英语语言文学基本理论框架与方法论，能够运用语言文学相关理论分析语言现象，理解语言的结构和功能，对英语文学作品进行深度解读，对商务英语进行深入研究，需要掌握并灵活运用相关研究方法，提高学术研究能力。 目标3：掌握基本的商务理论与实务知识，提升商务实践能力，能够熟练运用英语进行商务谈判、市场营销以及处理商务文件。 目标4：具备较高的数智素养，能够熟练…,1.知识要求 学生应掌握学科基础课程和专业核心课程内容，具备扎实的英语基础知识，具备良好的英语语言能力和文化理解能力，熟悉现代商务运作的基本理论、相关知识体系与实践技能，能够灵活运用商务英语处理各类商务事务；1.1 基础英语语言 具备扎实的英语语言基础，掌握听说读写译等基础语言技能；1.2 商务英语语言 * 具备扎实的商务英语语言能力，掌握商务英语听说技能，能够在各类商务场合进行流利、准确的交流；1.3商务实务 * 掌握国际商务的基本理论与实践，包括商务谈判、国际贸易、市场营销等方面的知识；2.能力要求 学生应具备较强的自主学习能力、沟通表达能力、专业技术能力及学术创新能力，能够独立应对各类挑战,1. 主干学科 外国语言文学 2. 核心课程 综合英语I-IV、高级英语I-II、英语视听说I-II、商务英语视听说（实验）、高级商务英语视听说（实验）、英语阅读I-II、商务英语阅读、高级商务英语阅读、英语写作与修辞、AI赋能高级英语写作、商务英语写作、智能翻译概论、AI商务翻译与译后编辑、经贸翻译实务、基础口译、商务会议口译、英语文学导论、英美文学选读、数字人文导论、语言学概论、语料库语言学、大数据语言模型与语言分析、语言与跨文化交际、中国文化（英语）、英语国家概况、话说北京（英语）、商务导论、跨文化商务沟通导论、京津冀商务论坛（实验）、国际贸易理论与实务、研究方法与学术写作、社会科学研究方法导论。 3. 商务英语专业知识图谱,nan,1. 学制 本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。 2. 学位 符合学士学位授予条件者，授予文学学士学位。 3. 毕业条件 学生在规定的学习年限内，完成培养方案要求的最低总学分150学分。 | | | | | | --- | --- | --- | --- | | 教学环节 | 课程类别 | 门数 | 学分 | | 通识教育 | 通识教育必修课 | 31 | 49 | | 通识教育选修课 | —— |…,CUEB-2025-168,商务英语|商务英语专业
首都经济贸易大学,2025级,外国语学院,法语,法语专业,2025级法语专业学分制本科人才培养方案,050204,2025级/12外国语学院/法语专业/03-1法语专业人才培养方案1-6.docx,01_Markdown培养方案/2025级/12外国语学院/法语专业/03-1法语专业人才培养方案1-6.md,本专业致力于培养具有社会主义核心价值观，德、智、体、美、劳全面发展；具备扎实的法语基础和熟练的法语表达能力；具有较高的创新精神、人文素养、国际视野与跨文化交际能力；熟悉中国文化与语言对象国文化；掌握财经领域的基本知识与技能；具备较高的数智化素养；能够在政府机关、事业单位、企业、学校及科研院所从事商贸、财会、金融、翻译、文化、新闻出版、教育、科研等工作的复合型人才。 毕业生经过五年左右的职业历练，能够通过主动学习、自我学习、终身学习的能力适应经济、社会发展，能够较好地适应独立和团队工作环境，不断提高解决实际问题的能力与水平不断提高，优秀者能够成长为工作单位的业务骨干或中层管理干部。 本专业毕业生预期达到以下具体目标： 培养目标1：具有良好的思想道德品质和身心素质。 培养目标2：具备扎实的法语基本功及较强的法语听…,1．知识要求；1.1 具备全面、扎实的法语语言知识；1.2 了解主要语言对象国的政治、经济、历史、社会文化、风俗习惯等基本国情；1.3 具备良好的汉语知识和第二外语（英语）知识；1.4 掌握财会、管理、市场营销等领域的基本理论,主干学科：法语语言文学 核心课程：基础法语I、基础法语II、中级法语I、中级法语II、高级法语I、高级法语II、初级法语视听说、中级法语视听说、AI赋能高级法语视听说、法语阅读与写作I、法语阅读与写作II、AI辅助法语高级写作、法语语音、法国社会与文化、法语国家与地区概况、中国文化（法语）、中法文化交流史、AI辅助法语口译、法语笔译。,nan,学制：本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。 学位：符合学士学位授予条件者，授予文学学士学位。 毕业条件：学生在规定的学习年限内，完成培养方案要求的最低总学分151学分。其中： | | | | | | --- | --- | --- | --- | | 教学环节 | 课程类别 | 门数 | 学分 | | 通识教育 | 通识教育必修课 | 27 | 50 | | 通识教育选修课 | | 10 | | 专…,CUEB-2025-169,法语|法语专业
